age,income,experience_years,credit_history_years,existing_loans,loan_amount,region,employment_type,default
32,29800,12,8,0,157000,Регион,Наёмный труд,0
59,52100,34,2,1,74000,Регион,Наёмный труд,0
37,77300,12,0,0,78000,Регион,Наёмный труд,0
44,68700,17,2,0,54000,Москва,Наёмный труд,0
52,60300,25,6,0,85000,Регион,Наёмный труд,0
59,45400,34,12,0,55000,Регион,ИП,0
62,106600,42,6,0,71000,Регион,Наёмный труд,0
31,54100,4,10,1,22000,Москва,Наёмный труд,0
63,38900,42,4,0,35000,Регион,Самозанятый,0
55,72500,29,13,1,121000,Регион,Наёмный труд,0
23,51200,0,0,2,211000,Санкт-Петербург,Наёмный труд,0
24,57400,0,10,1,685000,Регион,Наёмный труд,0
56,53700,36,7,0,172000,Регион,Самозанятый,0
27,61300,1,9,1,72000,Москва,Самозанятый,0
61,31600,39,7,2,30000,Регион,ИП,0
47,25500,21,9,1,136000,Санкт-Петербург,Наёмный труд,0
50,93500,26,11,3,41000,Москва,ИП,0
28,54800,8,9,1,61000,Москва,Наёмный труд,0
48,69300,21,12,0,168000,Москва,Наёмный труд,0
33,22200,6,9,1,118000,Москва,Наёмный труд,0
59,79200,33,1,1,57000,Регион,ИП,0
60,38800,40,9,1,35000,Москва,Наёмный труд,0
41,34100,20,2,0,112000,Регион,Наёмный труд,0
30,47600,8,3,0,121000,Регион,Самозанятый,0
42,31600,15,0,1,243000,Регион,Самозанятый,1
20,49000,0,3,1,22000,Регион,Наёмный труд,0
56,46100,29,4,0,106000,Регион,Наёмный труд,0
40,79000,13,2,0,171000,Регион,Самозанятый,0
45,96900,21,13,0,77000,Москва,ИП,0
55,95500,29,10,2,38000,Регион,Наёмный труд,0
42,17700,18,14,1,57000,Регион,Наёмный труд,0
20,32200,0,9,0,101000,Москва,Наёмный труд,1
59,17600,32,1,0,74000,Регион,Наёмный труд,0
34,28600,14,12,1,118000,Регион,Наёмный труд,0
40,36600,15,5,0,213000,Санкт-Петербург,Наёмный труд,0
28,59000,2,7,0,78000,Регион,Наёмный труд,0
28,38800,3,6,1,205000,Регион,Наёмный труд,0
29,39300,7,10,0,92000,Регион,Самозанятый,0
45,53200,21,13,0,121000,Регион,Наёмный труд,0
60,22700,35,0,0,92000,Регион,Наёмный труд,0
54,33600,30,3,0,123000,Санкт-Петербург,ИП,1
44,39100,18,2,1,136000,Регион,Наёмный труд,0
45,44800,19,5,1,145000,Санкт-Петербург,Наёмный труд,1
30,50700,8,8,1,99000,Регион,Наёмный труд,0
57,96300,31,8,0,13000,Москва,Самозанятый,0
21,73800,0,6,1,141000,Москва,Без работы,1
26,34700,4,14,1,30000,Регион,Наёмный труд,0
37,43600,12,11,3,69000,Регион,Самозанятый,0
46,42300,20,8,1,24000,Санкт-Петербург,Наёмный труд,0
53,38900,33,7,2,274000,Регион,Самозанятый,0
46,55400,23,4,1,127000,Регион,Без работы,0
36,21200,15,8,1,81000,Москва,Наёмный труд,0
62,72900,35,13,0,231000,Москва,ИП,0
63,105000,40,6,1,136000,Регион,Наёмный труд,0
43,43400,20,4,1,106000,Регион,Наёмный труд,0
44,43000,20,14,0,125000,Санкт-Петербург,Самозанятый,1
26,52600,0,7,0,78000,Регион,Наёмный труд,0
25,77600,0,14,1,47000,Регион,Наёмный труд,0
43,42400,21,6,2,176000,Москва,ИП,0
52,74600,28,8,0,95000,Москва,Самозанятый,0
48,61100,23,9,1,34000,Санкт-Петербург,ИП,0
62,141900,41,0,0,134000,Регион,Наёмный труд,0
41,42300,16,14,0,101000,Москва,Наёмный труд,0
45,20100,25,12,2,274000,Москва,Без работы,1
47,25700,26,8,0,116000,Регион,Наёмный труд,1
40,49300,16,14,3,49000,Москва,Без работы,0
26,77900,0,6,3,34000,Регион,Самозанятый,0
36,36500,10,0,1,211000,Москва,ИП,1
39,44200,15,0,0,95000,Регион,Наёмный труд,0
60,66700,35,4,1,59000,Санкт-Петербург,Наёмный труд,0
39,31700,15,7,1,64000,Москва,Наёмный труд,0
41,37200,17,8,1,215000,Регион,Наёмный труд,0
47,29000,24,11,2,131000,Регион,Самозанятый,0
59,83300,39,5,1,191000,Регион,ИП,0
26,98100,0,11,0,114000,Регион,Наёмный труд,0
20,24100,0,12,0,60000,Регион,ИП,0
51,46000,28,9,0,288000,Регион,Наёмный труд,1
32,92300,8,11,1,78000,Регион,Наёмный труд,0
49,58700,27,7,1,160000,Регион,Наёмный труд,1
42,39300,19,14,1,189000,Регион,Самозанятый,0
38,24400,14,5,2,99000,Регион,Наёмный труд,1
51,82400,25,10,0,51000,Москва,Наёмный труд,0
49,57700,22,5,1,66000,Москва,Наёмный труд,0
48,25300,24,3,0,148000,Санкт-Петербург,Наёмный труд,0
64,83700,44,10,0,136000,Регион,Наёмный труд,0
48,23900,23,4,0,215000,Регион,Наёмный труд,0
49,44400,28,13,1,196000,Регион,Самозанятый,0
35,43500,12,1,0,56000,Санкт-Петербург,Наёмный труд,0
59,101500,36,2,0,235000,Москва,Наёмный труд,0
38,43600,15,2,0,53000,Регион,Наёмный труд,0
37,43500,13,13,1,141000,Регион,Без работы,1
20,26500,0,11,0,422000,Москва,Наёмный труд,1
33,36700,13,10,1,119000,Регион,Самозанятый,0
21,33900,0,4,1,34000,Регион,ИП,0
47,34700,23,13,1,81000,Санкт-Петербург,ИП,1
49,49200,25,4,0,364000,Регион,Самозанятый,0
57,16400,32,5,0,87000,Регион,Наёмный труд,1
23,24800,1,4,0,219000,Регион,ИП,0
20,46600,0,11,2,56000,Москва,Наёмный труд,0
27,51800,4,5,0,80000,Санкт-Петербург,Самозанятый,1
48,44100,27,7,3,87000,Санкт-Петербург,Без работы,0
58,48100,35,14,1,318000,Санкт-Петербург,Без работы,0
22,40800,0,1,0,82000,Регион,Наёмный труд,0
51,48600,27,3,0,32000,Санкт-Петербург,Наёмный труд,0
29,59600,9,12,1,412000,Регион,Наёмный труд,0
29,59400,3,5,1,113000,Санкт-Петербург,Наёмный труд,0
38,36000,18,11,0,146000,Регион,Наёмный труд,0
53,74000,33,4,1,38000,Регион,Наёмный труд,0
52,52600,30,0,0,115000,Регион,Без работы,0
42,85300,19,8,1,100000,Москва,Наёмный труд,0
47,93400,25,2,3,55000,Санкт-Петербург,Наёмный труд,0
51,25600,25,1,0,147000,Москва,Наёмный труд,0
26,33300,0,8,1,35000,Москва,ИП,1
48,70700,23,6,0,55000,Санкт-Петербург,Без работы,0
27,23200,0,4,0,204000,Москва,Наёмный труд,1
20,92900,0,11,0,64000,Регион,Наёмный труд,0
22,42000,0,5,1,73000,Регион,Наёмный труд,0
43,63500,19,11,1,104000,Москва,Без работы,1
42,46500,20,10,1,79000,Регион,Наёмный труд,0
27,26200,5,3,0,149000,Москва,Наёмный труд,0
56,78800,31,0,1,110000,Регион,Наёмный труд,0
22,169000,0,3,0,40000,Регион,Наёмный труд,0
52,38900,32,8,1,64000,Регион,Самозанятый,0
47,42400,23,0,0,60000,Москва,Наёмный труд,0
27,14900,4,9,0,75000,Санкт-Петербург,Наёмный труд,1
53,90100,28,2,0,106000,Москва,Наёмный труд,0
54,73900,27,14,2,119000,Регион,Без работы,0
51,22500,27,14,1,24000,Регион,Наёмный труд,0
43,19400,23,4,3,183000,Регион,Самозанятый,1
33,20400,9,6,1,93000,Регион,Наёмный труд,0
51,65500,29,8,1,50000,Регион,Самозанятый,0
62,68500,41,5,0,175000,Регион,Без работы,0
35,32400,13,2,1,28000,Регион,Наёмный труд,1
23,61400,0,12,1,38000,Москва,Наёмный труд,0
56,52700,30,6,0,354000,Регион,Наёмный труд,1
40,41600,19,14,0,108000,Санкт-Петербург,ИП,0
33,75900,7,13,0,63000,Москва,Наёмный труд,0
50,28500,26,3,0,105000,Москва,Наёмный труд,0
37,82200,14,2,1,89000,Регион,Наёмный труд,0
26,35300,0,13,1,101000,Регион,Наёмный труд,0
29,109300,5,6,1,132000,Санкт-Петербург,Наёмный труд,0
26,31200,6,10,1,88000,Регион,Самозанятый,0
52,41800,28,10,0,122000,Регион,Самозанятый,0
42,50300,21,6,0,90000,Регион,Наёмный труд,0
40,50200,18,3,0,60000,Регион,Наёмный труд,1
38,61100,15,11,0,51000,Регион,Наёмный труд,0
38,27500,12,6,1,218000,Регион,ИП,1
55,48200,31,10,4,146000,Санкт-Петербург,Наёмный труд,1
48,52200,24,13,1,184000,Санкт-Петербург,Наёмный труд,0
37,38700,15,1,3,99000,Регион,Наёмный труд,0
21,58800,0,0,1,113000,Москва,ИП,0
20,26700,0,11,0,89000,Санкт-Петербург,Наёмный труд,0
24,42300,0,14,1,198000,Регион,Наёмный труд,0
39,34900,15,1,1,80000,Москва,Наёмный труд,1
30,42400,6,3,1,55000,Москва,Наёмный труд,0
61,94000,36,7,3,135000,Регион,Наёмный труд,0
21,94800,0,2,1,90000,Регион,Наёмный труд,0
22,86800,1,14,0,115000,Регион,Наёмный труд,0
42,39800,21,9,0,151000,Регион,Самозанятый,0
31,73700,4,14,1,70000,Регион,Наёмный труд,0
39,51600,12,5,2,87000,Санкт-Петербург,Наёмный труд,1
24,50000,4,5,1,82000,Москва,Наёмный труд,0
56,47300,34,12,1,214000,Москва,Наёмный труд,0
57,108200,34,8,1,100000,Регион,Наёмный труд,0
49,90600,25,8,0,108000,Регион,Самозанятый,0
28,68500,2,3,0,49000,Регион,Наёмный труд,0
53,45400,29,8,0,153000,Регион,Самозанятый,0
63,49900,36,14,0,128000,Москва,Самозанятый,0
54,62200,34,14,0,60000,Регион,ИП,0
41,38800,15,12,1,313000,Регион,Самозанятый,0
63,74800,37,5,2,121000,Регион,Наёмный труд,0
43,32400,19,1,2,68000,Регион,Наёмный труд,0
36,58500,14,9,1,99000,Регион,Без работы,0
29,17500,9,13,2,79000,Регион,Наёмный труд,0
49,38300,27,10,1,249000,Регион,Наёмный труд,0
42,124900,22,5,0,173000,Москва,Наёмный труд,0
51,78100,27,1,0,130000,Москва,Наёмный труд,0
36,97800,16,7,3,277000,Москва,Наёмный труд,0
36,36300,15,3,1,53000,Санкт-Петербург,Без работы,0
33,51400,7,4,0,157000,Регион,Наёмный труд,0
28,87300,5,7,1,137000,Регион,Самозанятый,0
59,65200,35,13,0,86000,Регион,Наёмный труд,0
21,61600,0,10,1,86000,Регион,Наёмный труд,0
64,102100,41,7,0,172000,Регион,Наёмный труд,0
44,30700,20,11,0,164000,Москва,Наёмный труд,0
58,45100,35,13,0,42000,Регион,Наёмный труд,0
28,22300,7,11,0,294000,Регион,Без работы,1
41,29900,18,5,0,196000,Регион,Наёмный труд,1
62,79500,42,3,0,83000,Регион,Наёмный труд,0
23,32400,0,14,1,61000,Москва,Наёмный труд,0
45,68300,22,0,2,192000,Регион,Наёмный труд,0
48,103400,24,11,0,133000,Регион,Наёмный труд,0
64,45200,39,6,1,152000,Регион,Наёмный труд,0
53,61900,28,7,0,139000,Регион,Самозанятый,0
42,68500,15,8,0,205000,Регион,ИП,0
56,28300,34,1,1,165000,Москва,Наёмный труд,0
30,37100,3,0,2,72000,Москва,Наёмный труд,0
25,31200,0,3,0,69000,Санкт-Петербург,Наёмный труд,0
37,38500,14,12,0,122000,Москва,ИП,0
40,67700,15,4,0,390000,Регион,Самозанятый,0
61,37500,34,9,0,90000,Санкт-Петербург,Самозанятый,1
55,48300,32,11,0,123000,Регион,Наёмный труд,0
60,30700,34,0,0,169000,Регион,Наёмный труд,0
57,85100,32,4,0,77000,Москва,Наёмный труд,0
53,38400,27,5,0,159000,Регион,Без работы,0
36,97300,13,2,3,100000,Регион,Без работы,0
56,50400,32,11,1,209000,Регион,Наёмный труд,0
44,26000,21,14,0,56000,Регион,Самозанятый,0
57,45400,30,6,0,396000,Москва,Без работы,1
31,30400,5,13,2,82000,Регион,Наёмный труд,1
42,63900,18,5,0,135000,Регион,Самозанятый,0
61,43600,37,3,0,99000,Регион,Наёмный труд,0
41,52800,19,2,0,52000,Регион,Наёмный труд,0
40,41500,15,4,0,163000,Москва,Наёмный труд,0
46,38200,26,2,0,84000,Москва,Наёмный труд,0
50,31600,26,9,1,135000,Регион,Самозанятый,0
25,71400,0,8,0,61000,Регион,Наёмный труд,0
46,45300,21,8,0,84000,Регион,Наёмный труд,0
59,42500,38,5,0,83000,Санкт-Петербург,Наёмный труд,0
53,44800,30,12,1,137000,Москва,Наёмный труд,1
31,36100,4,10,4,119000,Санкт-Петербург,Наёмный труд,0
64,42600,38,5,1,89000,Санкт-Петербург,Наёмный труд,0
26,53800,5,11,2,79000,Регион,Наёмный труд,0
29,30800,3,13,4,119000,Регион,ИП,0
64,32900,41,3,2,111000,Санкт-Петербург,Без работы,0
36,91100,14,3,2,107000,Москва,Наёмный труд,0
45,41600,19,1,0,322000,Санкт-Петербург,ИП,0
40,38200,16,9,2,137000,Регион,Без работы,1
47,26800,27,3,0,313000,Регион,Наёмный труд,1
21,71900,0,7,3,95000,Регион,ИП,0
62,30500,39,12,0,96000,Регион,ИП,0
20,48700,0,9,0,73000,Санкт-Петербург,Наёмный труд,0
55,22700,35,1,0,118000,Москва,Наёмный труд,1
45,70800,21,8,1,81000,Регион,Самозанятый,0
48,83200,28,13,1,75000,Регион,Наёмный труд,0
40,61000,13,0,2,32000,Регион,Самозанятый,0
30,24600,7,12,1,238000,Регион,Наёмный труд,1
59,71500,37,1,0,78000,Регион,Наёмный труд,0
30,33800,8,14,0,239000,Москва,Наёмный труд,0
55,28900,29,1,0,93000,Регион,Наёмный труд,0
58,41300,34,10,1,145000,Регион,Самозанятый,1
59,40900,38,12,0,103000,Санкт-Петербург,Наёмный труд,0
54,39100,31,14,0,127000,Регион,Без работы,0
53,87000,29,13,2,54000,Регион,Наёмный труд,0
43,121200,19,5,1,201000,Москва,ИП,0
41,26500,19,14,1,79000,Регион,Без работы,1
24,36000,0,13,1,172000,Санкт-Петербург,Наёмный труд,0
52,52300,32,6,2,41000,Санкт-Петербург,ИП,0
55,41200,32,12,0,63000,Москва,Наёмный труд,0
39,58700,12,14,2,123000,Москва,Самозанятый,1
38,74000,18,14,0,89000,Москва,Наёмный труд,0
54,68700,29,2,0,130000,Санкт-Петербург,Без работы,0
62,64500,37,10,2,112000,Регион,Самозанятый,0
36,103400,13,8,1,296000,Москва,Наёмный труд,0
64,24000,38,4,2,137000,Регион,Наёмный труд,0
62,95400,41,4,2,76000,Санкт-Петербург,Наёмный труд,0
53,40700,28,10,1,78000,Регион,Наёмный труд,0
28,69800,6,11,1,203000,Москва,Наёмный труд,0
45,30800,24,3,0,39000,Москва,Наёмный труд,0
21,32600,0,8,0,138000,Москва,Наёмный труд,0
28,66000,3,7,0,51000,Регион,Наёмный труд,0
28,20600,6,11,1,192000,Регион,Самозанятый,1
59,76500,35,3,0,76000,Москва,Самозанятый,0
36,86400,15,3,1,135000,Санкт-Петербург,Самозанятый,0
20,53100,0,1,3,101000,Москва,Наёмный труд,0
44,52200,20,8,2,43000,Москва,Наёмный труд,1
62,33700,42,2,0,145000,Регион,Наёмный труд,0
59,66400,36,3,0,64000,Регион,Без работы,0
61,57300,38,13,0,160000,Регион,Наёмный труд,0
44,32400,23,6,3,54000,Санкт-Петербург,Наёмный труд,0
58,41100,37,9,0,114000,Регион,Наёмный труд,0
54,45600,32,7,0,101000,Санкт-Петербург,ИП,0
22,41100,0,7,1,69000,Санкт-Петербург,Наёмный труд,0
56,26500,36,3,0,226000,Регион,Наёмный труд,0
63,67100,40,14,2,101000,Москва,Наёмный труд,0
63,43900,36,6,2,77000,Регион,ИП,0
49,49400,23,9,1,118000,Регион,Наёмный труд,0
57,37800,37,0,3,41000,Москва,ИП,0
53,60700,33,5,0,430000,Регион,Самозанятый,0
31,53600,5,5,0,51000,Москва,ИП,0
38,84600,12,5,1,137000,Санкт-Петербург,Наёмный труд,0
56,60900,30,11,0,102000,Регион,Самозанятый,0
63,44700,42,1,0,200000,Регион,Без работы,0
36,35100,16,7,0,110000,Москва,Наёмный труд,0
29,72400,9,13,0,67000,Регион,Наёмный труд,0
31,43200,7,14,1,32000,Регион,Самозанятый,0
35,45400,9,14,0,34000,Москва,Наёмный труд,0
43,45400,17,4,2,86000,Регион,Без работы,0
38,40900,16,4,0,225000,Регион,Наёмный труд,0
27,45700,5,1,1,36000,Регион,Без работы,0
50,116600,27,3,1,299000,Москва,Наёмный труд,0
40,30600,18,11,0,190000,Регион,Самозанятый,0
36,34000,11,8,1,44000,Москва,Наёмный труд,0
42,91400,19,8,1,51000,Регион,Без работы,1
56,41400,29,5,1,55000,Регион,Наёмный труд,0
35,40000,9,10,1,118000,Санкт-Петербург,Наёмный труд,0
25,78100,1,14,0,95000,Москва,Наёмный труд,0
27,25900,5,8,3,93000,Регион,Без работы,1
44,70900,20,3,0,73000,Регион,Наёмный труд,0
37,50000,15,14,0,110000,Санкт-Петербург,ИП,0
44,60400,22,10,0,163000,Регион,ИП,0
31,59900,7,0,0,91000,Регион,Самозанятый,0
34,37000,14,1,1,66000,Санкт-Петербург,ИП,0
45,78700,25,12,1,179000,Москва,Наёмный труд,0
60,38300,40,0,3,86000,Регион,ИП,0
64,58900,39,7,1,137000,Санкт-Петербург,ИП,0
45,85600,25,8,0,93000,Санкт-Петербург,Наёмный труд,0
51,91200,29,9,0,189000,Москва,Наёмный труд,0
29,43500,3,11,1,207000,Регион,Наёмный труд,0
35,60400,14,5,2,203000,Москва,Наёмный труд,0
26,41700,2,1,1,71000,Регион,Наёмный труд,0
36,151300,10,5,0,70000,Регион,Наёмный труд,0
42,69600,21,8,1,167000,Москва,Без работы,1
45,50900,19,11,1,95000,Регион,Наёмный труд,0
40,56400,15,2,0,97000,Регион,ИП,0
41,58900,20,8,1,65000,Регион,Наёмный труд,0
26,59700,0,1,0,230000,Санкт-Петербург,Наёмный труд,0
33,44000,10,10,0,184000,Регион,Наёмный труд,0
34,41100,14,4,0,92000,Санкт-Петербург,Без работы,0
26,45800,0,10,1,67000,Москва,Наёмный труд,0
28,29400,3,1,1,65000,Регион,Наёмный труд,0
27,67700,1,6,0,107000,Москва,Наёмный труд,0
42,34200,20,10,0,125000,Регион,Наёмный труд,0
48,30400,28,9,2,59000,Москва,Наёмный труд,0
37,48700,10,14,0,47000,Санкт-Петербург,Самозанятый,0
50,46200,30,8,1,104000,Регион,ИП,0
49,54800,28,6,1,166000,Москва,Наёмный труд,0
58,38000,35,11,1,103000,Регион,Без работы,0
54,41100,34,4,1,85000,Регион,Наёмный труд,0
37,66900,11,14,1,50000,Санкт-Петербург,ИП,0
61,65100,35,3,3,67000,Регион,Наёмный труд,0
58,63900,34,11,0,167000,Санкт-Петербург,Самозанятый,0
36,49800,12,3,2,47000,Санкт-Петербург,Самозанятый,0
33,52900,13,14,0,286000,Регион,Без работы,0
50,54400,29,9,0,104000,Санкт-Петербург,Наёмный труд,0
43,36500,22,7,2,38000,Москва,ИП,0
54,95200,32,9,0,134000,Регион,ИП,0
63,89300,38,12,1,129000,Регион,ИП,0
64,70100,39,9,1,76000,Регион,Наёмный труд,0
53,40500,26,13,1,173000,Регион,Наёмный труд,0
22,62500,0,9,1,68000,Регион,Наёмный труд,0
56,76100,33,9,1,144000,Регион,Наёмный труд,0
62,28300,41,9,3,97000,Регион,Самозанятый,0
59,105100,37,0,1,83000,Регион,Самозанятый,0
45,22400,21,4,2,221000,Москва,Наёмный труд,1
42,67300,16,13,1,178000,Регион,Без работы,0
63,94300,38,1,0,51000,Регион,Наёмный труд,1
58,46600,34,12,0,124000,Регион,Наёмный труд,0
34,45800,10,10,0,307000,Регион,Наёмный труд,0
23,66200,3,8,3,224000,Санкт-Петербург,Самозанятый,0
48,112800,25,6,1,57000,Санкт-Петербург,ИП,0
41,43200,19,9,0,257000,Регион,Наёмный труд,1
44,34500,21,7,2,172000,Санкт-Петербург,ИП,0
32,40500,12,5,2,53000,Регион,Наёмный труд,0
37,24400,15,8,0,112000,Москва,Наёмный труд,0
52,73400,30,5,1,131000,Регион,Наёмный труд,0
35,38900,14,6,1,52000,Регион,Наёмный труд,0
64,44600,41,6,0,151000,Санкт-Петербург,Самозанятый,0
61,73800,38,8,1,424000,Регион,ИП,0
63,41400,42,10,1,224000,Регион,Наёмный труд,0
21,69000,0,7,0,109000,Москва,Наёмный труд,0
54,30700,30,12,1,83000,Регион,Наёмный труд,0
61,75500,41,0,2,120000,Регион,Наёмный труд,0
53,57200,30,3,1,55000,Москва,Наёмный труд,0
49,47100,28,6,0,74000,Регион,Наёмный труд,0
32,52000,6,10,0,30000,Санкт-Петербург,ИП,0
32,27500,5,7,0,128000,Санкт-Петербург,Наёмный труд,1
37,51500,15,6,1,81000,Регион,Наёмный труд,0
51,46000,26,11,1,143000,Регион,Без работы,1
51,27800,25,2,2,106000,Регион,Наёмный труд,1
54,36200,33,14,0,54000,Москва,Наёмный труд,0
58,46300,33,3,2,111000,Санкт-Петербург,Наёмный труд,0
48,37300,24,11,1,64000,Москва,Наёмный труд,0
48,16600,28,6,1,267000,Регион,Наёмный труд,1
63,79600,38,7,1,60000,Регион,Наёмный труд,0
35,46000,8,6,2,74000,Регион,Самозанятый,0
63,17600,39,5,0,54000,Санкт-Петербург,ИП,0
29,128100,4,8,3,51000,Регион,ИП,0
49,85700,27,8,1,101000,Регион,Наёмный труд,0
44,41900,22,10,1,47000,Регион,Наёмный труд,0
58,33600,31,12,1,88000,Москва,Наёмный труд,1
39,58800,17,6,0,128000,Регион,Наёмный труд,0
24,53700,2,7,1,77000,Регион,Наёмный труд,0
20,62600,0,5,0,26000,Регион,Наёмный труд,0
49,33600,27,0,1,220000,Москва,Наёмный труд,1
22,80300,0,0,0,116000,Регион,Наёмный труд,0
64,39600,42,5,0,117000,Санкт-Петербург,Наёмный труд,0
33,66600,7,1,1,86000,Москва,Наёмный труд,0
49,34200,28,13,2,161000,Регион,Наёмный труд,0
23,161400,1,7,1,173000,Регион,Наёмный труд,0
37,67000,10,0,1,184000,Регион,Наёмный труд,1
56,179500,32,12,0,116000,Санкт-Петербург,Наёмный труд,0
44,71100,17,1,2,43000,Регион,Наёмный труд,0
20,38100,0,7,1,126000,Регион,Наёмный труд,0
34,71200,11,11,2,116000,Санкт-Петербург,Наёмный труд,0
28,73500,4,5,0,71000,Регион,ИП,0
34,58000,14,11,0,61000,Регион,Наёмный труд,0
43,65100,23,9,0,137000,Регион,Наёмный труд,0
23,69100,3,1,0,94000,Москва,Наёмный труд,0
31,31300,10,1,2,78000,Регион,Наёмный труд,0
56,30400,29,10,1,269000,Москва,Наёмный труд,1
56,34300,32,13,2,148000,Москва,Без работы,1
62,51900,35,6,1,128000,Москва,Самозанятый,0
25,44300,0,4,0,205000,Москва,Наёмный труд,1
58,31600,38,4,0,120000,Регион,Наёмный труд,0
43,69500,20,7,0,65000,Регион,Наёмный труд,0
30,55700,9,11,1,78000,Регион,Наёмный труд,1
32,52900,9,11,1,153000,Москва,ИП,1
53,43600,29,6,2,144000,Регион,Наёмный труд,0
44,41300,22,11,0,129000,Регион,Наёмный труд,0
26,33600,3,13,1,50000,Регион,Наёмный труд,0
23,74600,1,8,0,161000,Регион,Наёмный труд,0
27,35700,6,3,0,95000,Москва,Без работы,0
39,53900,16,9,3,141000,Регион,Самозанятый,0
48,103600,25,3,3,60000,Санкт-Петербург,Самозанятый,0
64,42200,39,1,0,321000,Регион,Наёмный труд,0
29,75500,8,2,1,115000,Регион,Наёмный труд,0
62,63300,41,0,0,77000,Регион,ИП,0
53,56400,33,0,0,145000,Регион,Без работы,0
45,59500,21,6,2,165000,Регион,Наёмный труд,0
60,47000,37,13,2,144000,Москва,Без работы,0
22,49800,0,13,0,54000,Регион,Наёмный труд,0
25,38300,2,4,0,196000,Регион,Наёмный труд,0
24,49900,0,2,0,80000,Санкт-Петербург,Наёмный труд,0
24,37700,3,6,1,98000,Санкт-Петербург,Наёмный труд,0
42,77100,15,13,0,26000,Москва,Самозанятый,0
28,22800,7,1,1,75000,Регион,Наёмный труд,0
54,60900,30,2,0,74000,Регион,Без работы,0
39,57000,18,0,1,129000,Санкт-Петербург,Наёмный труд,0
61,54800,39,7,0,72000,Регион,Наёмный труд,0
54,77700,32,1,1,37000,Регион,Самозанятый,0
37,43100,12,14,1,114000,Москва,Наёмный труд,0
36,55000,14,6,0,85000,Регион,Самозанятый,0
43,22600,21,10,2,64000,Санкт-Петербург,Наёмный труд,0
22,40700,0,8,0,104000,Регион,Наёмный труд,0
51,72000,28,5,1,34000,Москва,Наёмный труд,0
54,26800,32,1,2,143000,Москва,Без работы,0
57,52700,30,1,0,88000,Санкт-Петербург,Наёмный труд,1
32,36100,7,8,2,84000,Санкт-Петербург,Наёмный труд,0
44,46600,23,9,1,175000,Регион,Самозанятый,0
28,37100,6,7,1,72000,Москва,Наёмный труд,0
23,28000,0,13,0,115000,Регион,Самозанятый,0
33,58300,9,13,1,91000,Москва,Наёмный труд,0
56,47900,30,13,3,680000,Регион,Наёмный труд,1
53,64600,27,8,0,132000,Регион,Наёмный труд,0
30,70100,4,3,2,50000,Регион,Наёмный труд,0
60,85100,39,3,0,282000,Москва,Наёмный труд,0
22,52100,0,14,1,185000,Регион,Наёмный труд,0
47,86800,25,14,0,101000,Москва,Наёмный труд,0
48,31600,25,1,1,76000,Москва,ИП,0
28,73800,7,13,0,45000,Регион,Наёмный труд,0
22,60300,1,9,1,128000,Регион,Наёмный труд,0
44,54400,18,0,0,66000,Регион,Наёмный труд,0
53,59900,30,9,0,58000,Регион,ИП,0
31,31800,5,12,4,157000,Регион,Наёмный труд,0
61,28600,40,3,0,249000,Регион,Наёмный труд,1
28,105800,6,9,1,74000,Регион,Наёмный труд,0
34,45400,8,9,3,160000,Регион,Наёмный труд,0
59,45100,33,10,1,112000,Регион,Наёмный труд,0
44,29900,17,7,0,122000,Москва,Самозанятый,0
24,25200,0,1,1,60000,Москва,Самозанятый,1
30,47100,9,12,0,87000,Регион,ИП,0
53,42000,31,11,0,51000,Москва,Наёмный труд,0
43,49100,20,10,0,47000,Санкт-Петербург,Наёмный труд,0
34,51000,14,7,1,135000,Регион,Без работы,0
57,150300,34,0,0,72000,Регион,Наёмный труд,0
27,42100,5,14,0,57000,Регион,Без работы,0
24,99800,0,0,0,48000,Москва,Наёмный труд,0
45,102600,19,3,0,40000,Санкт-Петербург,Без работы,0
37,68800,14,6,0,31000,Москва,Без работы,1
25,44100,1,8,1,106000,Регион,ИП,0
56,26600,32,4,2,20000,Регион,Наёмный труд,0
32,60800,10,1,1,131000,Регион,Наёмный труд,0
47,77500,25,11,0,130000,Москва,Без работы,1
24,107600,0,6,1,93000,Регион,Самозанятый,0
32,32000,6,10,0,103000,Регион,Наёмный труд,0
36,43900,16,1,1,83000,Москва,Наёмный труд,0
59,32100,34,8,0,113000,Регион,Самозанятый,0
64,36900,43,8,0,112000,Регион,Наёмный труд,0
51,66100,28,2,0,216000,Регион,Самозанятый,0
48,36100,26,12,0,248000,Регион,Самозанятый,0
22,33800,0,7,2,243000,Регион,Без работы,1
59,70200,34,10,0,61000,Регион,Наёмный труд,0
53,60000,28,3,2,156000,Регион,Наёмный труд,0
59,57400,33,2,3,134000,Регион,Наёмный труд,0
46,36500,22,0,1,67000,Москва,Без работы,1
32,87700,6,4,1,58000,Регион,Наёмный труд,0
64,49300,43,12,2,79000,Регион,Наёмный труд,0
52,143100,32,13,1,52000,Регион,Наёмный труд,0
25,52700,2,10,2,43000,Москва,Наёмный труд,0
43,17200,22,3,1,133000,Санкт-Петербург,Самозанятый,1
38,16800,11,0,0,101000,Санкт-Петербург,ИП,1
35,64900,15,9,0,100000,Санкт-Петербург,ИП,0
59,88000,36,7,0,172000,Санкт-Петербург,Наёмный труд,0
47,34500,26,7,0,88000,Регион,Без работы,1
52,126200,30,12,0,162000,Регион,Наёмный труд,0
60,103600,37,7,2,63000,Регион,Наёмный труд,0
