application_id,age,income,experience_years,credit_history_years,existing_loans,loan_amount,region,employment_type,default_true,default_proba
410,57,36500,36,2,1,73000,Санкт-Петербург,Наёмный труд,0,0.413
411,43,46400,23,4,2,38000,Москва,Самозанятый,1,0.332
412,64,47700,39,2,1,170000,Москва,Наёмный труд,0,0.279
413,27,85400,6,5,0,41000,Москва,ИП,0,0.279
414,56,54500,35,3,0,108000,Регион,Наёмный труд,0,0.313
415,34,36600,7,11,0,80000,Москва,Наёмный труд,1,0.343
416,22,54600,2,8,0,36000,Регион,ИП,0,0.302
417,41,49000,14,4,1,77000,Регион,Без работы,0,0.725
418,57,47000,33,14,1,34000,Регион,ИП,0,0.162
419,20,133100,0,3,0,172000,Регион,Наёмный труд,0,0.168
420,58,41600,38,5,0,203000,Регион,Наёмный труд,0,0.448
421,56,58200,33,1,0,104000,Москва,Наёмный труд,0,0.317
422,58,69200,36,1,3,151000,Регион,Самозанятый,0,0.239
423,21,62900,0,6,2,165000,Москва,Самозанятый,0,0.625
424,55,90500,29,9,1,323000,Санкт-Петербург,Наёмный труд,0,0.275
425,58,31700,32,11,0,83000,Санкт-Петербург,Наёмный труд,0,0.34
426,56,36700,32,10,1,262000,Регион,Наёмный труд,0,0.742
427,63,44100,38,12,0,51000,Москва,Наёмный труд,1,0.14
428,39,66300,13,2,1,37000,Регион,Наёмный труд,0,0.297
429,42,39300,18,10,1,204000,Регион,ИП,0,0.573
430,20,50500,0,13,1,156000,Регион,Наёмный труд,0,0.494
431,64,71400,39,7,0,260000,Москва,Наёмный труд,0,0.216
432,33,45300,7,14,1,130000,Санкт-Петербург,Наёмный труд,0,0.479
433,62,26900,37,2,2,127000,Регион,Наёмный труд,0,0.537
434,54,40200,31,11,3,215000,Санкт-Петербург,Самозанятый,0,0.641
435,45,26500,18,12,0,255000,Регион,Без работы,1,0.917
436,20,43300,0,4,1,59000,Санкт-Петербург,Наёмный труд,0,0.455
437,27,100500,1,2,0,118000,Москва,Наёмный труд,0,0.182
438,49,38800,29,1,0,82000,Регион,Наёмный труд,0,0.459
439,60,57800,39,5,1,71000,Регион,Без работы,1,0.425
440,24,20900,3,5,2,64000,Регион,Самозанятый,0,0.703
441,32,27500,5,7,0,128000,Санкт-Петербург,Наёмный труд,1,0.61
442,44,67700,20,10,1,143000,Регион,ИП,1,0.275
443,50,27900,30,4,0,122000,Москва,Наёмный труд,0,0.54
444,25,68400,1,13,1,179000,Москва,Наёмный труд,0,0.379
445,25,40300,5,8,1,141000,Санкт-Петербург,Наёмный труд,0,0.625
446,36,71500,10,14,0,54000,Москва,Наёмный труд,0,0.151
447,47,61300,21,12,1,76000,Регион,Наёмный труд,1,0.274
448,47,100200,23,8,1,29000,Регион,Наёмный труд,0,0.077
449,64,77500,37,2,1,49000,Регион,Наёмный труд,0,0.102
450,23,43000,0,7,0,56000,Регион,Самозанятый,0,0.466
451,27,93800,3,3,1,130000,Санкт-Петербург,Наёмный труд,0,0.393
452,45,33000,21,0,0,65000,Регион,Наёмный труд,0,0.423
453,32,40500,12,5,2,53000,Регион,Наёмный труд,0,0.513
454,28,42700,7,6,0,121000,Санкт-Петербург,Наёмный труд,0,0.519
455,21,13200,0,11,0,92000,Регион,Наёмный труд,1,0.615
456,52,36800,29,1,0,61000,Регион,Наёмный труд,0,0.398
457,30,24600,7,12,1,238000,Регион,Наёмный труд,1,0.819
458,39,60900,15,0,0,97000,Санкт-Петербург,Без работы,0,0.546
459,49,35300,22,2,3,65000,Регион,Без работы,1,0.789
460,51,82400,25,10,0,51000,Москва,Наёмный труд,0,0.143
461,37,45500,10,4,0,57000,Москва,Без работы,0,0.572
462,34,63500,9,12,0,49000,Санкт-Петербург,Наёмный труд,0,0.176
463,64,76300,39,1,0,55000,Регион,Наёмный труд,0,0.155
464,39,49500,12,4,1,46000,Регион,Наёмный труд,1,0.309
465,56,36400,31,4,0,72000,Регион,Наёмный труд,0,0.432
466,29,19900,5,12,1,172000,Москва,Наёмный труд,0,0.754
467,59,39900,37,12,1,91000,Регион,Без работы,1,0.682
468,44,57900,17,13,0,238000,Санкт-Петербург,ИП,0,0.378
469,45,45300,20,10,0,59000,Москва,Наёмный труд,0,0.213
470,48,18700,27,1,2,30000,Санкт-Петербург,Наёмный труд,1,0.653
471,25,78100,1,14,0,95000,Москва,Наёмный труд,0,0.175
472,34,100600,9,13,2,169000,Москва,ИП,0,0.254
473,55,22700,35,1,0,118000,Москва,Наёмный труд,1,0.568
474,42,39700,18,12,1,132000,Регион,Наёмный труд,0,0.517
475,41,50500,16,8,0,128000,Регион,Без работы,0,0.659
476,35,51300,9,6,0,47000,Регион,Наёмный труд,0,0.216
477,28,25100,2,9,1,82000,Регион,Наёмный труд,0,0.609
478,54,39700,33,7,0,89000,Регион,Наёмный труд,0,0.394
479,31,63300,4,6,0,50000,Регион,Наёмный труд,0,0.272
480,63,43000,39,3,2,122000,Регион,ИП,0,0.358
481,51,48100,31,14,0,98000,Москва,Без работы,0,0.534
482,49,44500,25,14,1,107000,Москва,Наёмный труд,0,0.38
483,58,45200,33,4,0,70000,Регион,Наёмный труд,0,0.311
484,22,40800,0,1,0,82000,Регион,Наёмный труд,0,0.577
485,47,65100,26,4,1,64000,Москва,Без работы,0,0.586
486,32,28200,9,9,0,97000,Москва,Наёмный труд,0,0.458
487,51,45900,28,12,0,75000,Регион,Наёмный труд,0,0.291
488,36,40500,10,3,1,129000,Санкт-Петербург,Наёмный труд,0,0.59
489,20,18700,0,14,2,66000,Санкт-Петербург,Самозанятый,0,0.622
490,26,36600,0,1,2,42000,Регион,Наёмный труд,0,0.567
491,61,36600,37,10,0,82000,Регион,Наёмный труд,0,0.31
492,41,42700,16,6,1,69000,Регион,Наёмный труд,0,0.502
493,47,39100,26,1,1,86000,Регион,Самозанятый,1,0.565
494,43,53400,18,7,0,122000,Регион,Без работы,0,0.683
495,62,49400,35,9,1,127000,Регион,Наёмный труд,0,0.282
496,34,58400,14,5,2,59000,Регион,Наёмный труд,0,0.445
497,60,27900,33,3,2,16000,Регион,Наёмный труд,0,0.331
498,52,135900,25,14,4,63000,Москва,Наёмный труд,0,0.089
499,55,40300,30,11,0,80000,Регион,Самозанятый,0,0.329
500,38,61100,15,11,0,51000,Регион,Наёмный труд,0,0.19
501,38,45300,18,10,4,214000,Москва,ИП,0,0.605
502,53,79900,32,5,0,119000,Москва,ИП,0,0.151
503,56,93100,35,4,0,60000,Регион,Наёмный труд,0,0.34
504,53,56400,33,0,0,145000,Регион,Без работы,0,0.637
505,61,82500,41,3,2,59000,Регион,Наёмный труд,0,0.139
506,23,32400,0,14,1,61000,Москва,Наёмный труд,0,0.433
507,41,38800,15,12,1,313000,Регион,Самозанятый,0,0.749
508,57,42100,34,13,1,85000,Москва,ИП,0,0.272
509,43,22600,21,10,2,64000,Санкт-Петербург,Наёмный труд,0,0.473
510,52,90000,25,3,0,58000,Регион,Наёмный труд,0,0.401
511,54,36900,28,1,0,95000,Регион,Наёмный труд,0,0.477
512,41,102100,17,1,0,88000,Регион,Без работы,0,0.353
513,44,36600,17,12,2,58000,Регион,Наёмный труд,0,0.426
514,24,101300,0,7,0,121000,Санкт-Петербург,Наёмный труд,0,0.242
515,58,65400,34,6,2,225000,Москва,Самозанятый,1,0.388
516,49,42400,26,0,0,108000,Санкт-Петербург,Наёмный труд,0,0.446
517,43,69500,20,7,0,65000,Регион,Наёмный труд,0,0.32
518,46,55400,23,4,1,127000,Регион,Без работы,0,0.712
519,51,75100,25,13,1,166000,Регион,Наёмный труд,0,0.234
520,24,92900,0,3,0,123000,Санкт-Петербург,Без работы,0,0.661
521,62,30300,40,0,0,115000,Санкт-Петербург,Наёмный труд,0,0.449
522,52,143100,32,13,1,52000,Регион,Наёмный труд,0,0.06
523,30,37100,3,0,2,72000,Москва,Наёмный труд,0,0.623
524,58,47200,32,11,0,102000,Москва,Наёмный труд,0,0.221
525,36,52400,10,10,0,65000,Регион,Самозанятый,0,0.136
526,60,30700,34,0,0,169000,Регион,Наёмный труд,0,0.609
527,31,45200,6,13,1,56000,Регион,Наёмный труд,0,0.288
528,29,20000,7,8,1,13000,Регион,Наёмный труд,0,0.345
529,48,33800,26,12,0,101000,Москва,Без работы,0,0.695
530,24,99800,0,0,0,48000,Москва,Наёмный труд,0,0.226
531,64,47200,44,7,2,52000,Москва,Наёмный труд,0,0.183
532,55,53700,35,3,1,212000,Москва,Наёмный труд,0,0.453
533,24,42900,0,14,4,78000,Москва,Самозанятый,0,0.567
534,50,84800,23,11,1,154000,Москва,Самозанятый,0,0.191
535,38,13300,12,5,3,237000,Регион,Наёмный труд,1,0.924
536,53,59000,31,14,1,138000,Санкт-Петербург,Наёмный труд,1,0.31
537,35,72900,11,3,1,168000,Регион,Наёмный труд,0,0.343
538,24,53700,2,7,1,77000,Регион,Наёмный труд,0,0.448
539,40,73400,20,8,1,253000,Регион,Самозанятый,0,0.391
540,34,41700,12,2,2,80000,Санкт-Петербург,Без работы,1,0.745
541,55,55600,32,1,0,46000,Москва,Наёмный труд,0,0.23
542,33,30200,7,2,0,95000,Регион,Наёмный труд,0,0.52
543,27,92400,1,7,0,47000,Санкт-Петербург,Без работы,0,0.661
544,47,71800,23,10,0,33000,Регион,Без работы,0,0.36
545,24,41900,2,13,0,147000,Москва,ИП,0,0.433
546,22,20700,0,2,1,74000,Санкт-Петербург,Без работы,1,0.81
547,53,50200,32,5,2,73000,Регион,Наёмный труд,0,0.402
548,29,91600,6,14,0,89000,Регион,Наёмный труд,0,0.241
549,51,120000,29,1,0,293000,Москва,Самозанятый,0,0.079
550,34,54100,14,6,1,98000,Регион,Наёмный труд,0,0.438
551,48,66400,25,7,1,100000,Регион,Наёмный труд,0,0.309
552,37,18200,14,2,0,67000,Санкт-Петербург,Наёмный труд,0,0.569
553,55,37400,33,9,1,196000,Санкт-Петербург,Наёмный труд,0,0.578
554,20,49700,0,6,1,166000,Регион,Наёмный труд,1,0.592
555,33,34000,6,4,0,60000,Регион,Наёмный труд,0,0.429
556,27,25700,0,6,0,136000,Регион,ИП,0,0.684
557,50,85900,26,11,1,71000,Регион,Наёмный труд,0,0.137
558,53,75400,28,1,0,70000,Москва,Без работы,0,0.459
559,61,65700,37,4,1,116000,Москва,Наёмный труд,1,0.189
560,62,45800,37,8,1,95000,Регион,Без работы,0,0.515
561,53,60700,33,5,0,430000,Регион,Самозанятый,0,0.338
562,24,54700,0,3,0,119000,Москва,ИП,0,0.498
563,26,80700,5,0,1,93000,Москва,ИП,0,0.29
564,36,91100,14,3,2,107000,Москва,Наёмный труд,0,0.335
565,59,86600,39,8,1,212000,Москва,Без работы,0,0.341
566,59,46200,35,6,2,340000,Регион,Наёмный труд,1,0.654
567,33,51300,11,9,0,75000,Регион,ИП,0,0.281
568,56,66300,32,2,0,145000,Регион,Наёмный труд,1,0.344
569,56,55900,31,4,1,130000,Регион,ИП,0,0.364
570,62,55300,38,6,1,52000,Москва,Самозанятый,0,0.175
571,52,62200,26,4,2,276000,Москва,ИП,0,0.505
572,32,24100,7,13,0,176000,Регион,Наёмный труд,0,0.604
573,64,34200,39,1,0,78000,Регион,Наёмный труд,0,0.363
574,37,63000,14,7,1,103000,Регион,ИП,0,0.343
575,24,45200,0,2,0,130000,Санкт-Петербург,Наёмный труд,0,0.561
576,56,37500,32,9,3,89000,Москва,Самозанятый,1,0.523
577,25,64600,0,9,0,71000,Регион,Наёмный труд,0,0.316
578,39,31500,18,14,2,128000,Регион,Наёмный труд,1,0.668
579,40,42400,15,0,3,65000,Регион,Наёмный труд,0,0.594
580,38,55800,11,6,0,110000,Москва,ИП,0,0.314
581,55,32300,28,6,1,59000,Регион,Наёмный труд,1,0.473
582,23,69100,3,1,0,94000,Москва,Наёмный труд,0,0.319
583,24,56000,1,11,0,148000,Москва,Наёмный труд,0,0.303
584,55,33400,32,14,3,245000,Регион,Наёмный труд,0,0.82
585,48,55300,22,2,0,69000,Регион,Без работы,0,0.564
586,49,44800,27,14,2,315000,Регион,ИП,0,0.701
587,44,35200,21,0,1,79000,Москва,Без работы,1,0.788
588,44,70700,19,13,1,139000,Регион,Наёмный труд,1,0.255
589,59,53000,39,5,0,149000,Регион,ИП,0,0.233
590,61,73800,38,8,1,424000,Регион,ИП,0,0.273
591,47,70400,25,4,0,33000,Регион,Наёмный труд,0,0.195
592,41,34300,19,3,1,62000,Регион,Наёмный труд,0,0.521
593,47,29300,26,6,4,82000,Регион,Наёмный труд,0,0.668
594,28,66000,3,7,0,51000,Регион,Наёмный труд,0,0.293
595,20,54100,0,3,0,36000,Регион,ИП,0,0.29
596,31,86600,8,11,0,296000,Москва,Самозанятый,0,0.232
597,51,43400,30,5,0,116000,Москва,Наёмный труд,0,0.42
598,21,23400,0,4,1,35000,Регион,Наёмный труд,1,0.694
599,64,45900,40,11,1,345000,Регион,Наёмный труд,0,0.528
600,52,29500,31,13,0,46000,Регион,Самозанятый,0,0.176
601,27,30100,3,6,0,60000,Регион,Наёмный труд,0,0.449
602,39,44700,13,4,2,78000,Регион,Наёмный труд,0,0.551
603,37,73900,10,11,0,136000,Регион,ИП,0,0.235
604,38,33000,11,3,1,291000,Санкт-Петербург,Самозанятый,0,0.861
605,45,60700,20,1,0,38000,Москва,Наёмный труд,0,0.256
606,38,74600,12,5,0,425000,Москва,Наёмный труд,0,0.225
607,23,49900,2,5,2,57000,Регион,ИП,0,0.51
608,61,111100,36,13,1,57000,Регион,Наёмный труд,0,0.048
609,37,24400,15,8,0,112000,Москва,Наёмный труд,0,0.539
610,53,90100,28,2,0,106000,Москва,Наёмный труд,0,0.264
611,21,66800,0,14,0,210000,Регион,Наёмный труд,0,0.393
612,52,67100,32,13,1,176000,Регион,Наёмный труд,0,0.306
613,48,52000,25,14,3,150000,Регион,Самозанятый,0,0.464
614,49,26400,28,11,0,26000,Регион,Наёмный труд,0,0.33
615,23,85700,0,4,1,97000,Регион,ИП,0,0.383
616,60,62000,40,12,0,218000,Санкт-Петербург,Самозанятый,0,0.178
617,56,154000,35,11,0,91000,Санкт-Петербург,Наёмный труд,0,0.05
618,29,58900,3,5,0,23000,Москва,Наёмный труд,0,0.124
619,36,67800,14,13,1,54000,Регион,Наёмный труд,0,0.204
620,25,24400,0,1,1,79000,Регион,Наёмный труд,0,0.729
621,27,24600,6,8,2,59000,Регион,Самозанятый,0,0.665
622,44,52300,22,7,1,160000,Санкт-Петербург,Наёмный труд,0,0.272
623,22,42000,0,5,1,73000,Регион,Наёмный труд,0,0.611
624,26,78600,0,4,1,42000,Москва,Без работы,0,0.655
625,41,75900,14,12,0,150000,Санкт-Петербург,Наёмный труд,0,0.216
626,49,66600,26,3,2,86000,Регион,Наёмный труд,0,0.347
627,50,64700,25,13,0,66000,Регион,Наёмный труд,0,0.191
628,60,42800,34,0,1,69000,Санкт-Петербург,Наёмный труд,0,0.364
629,38,23100,12,9,0,653000,Регион,Наёмный труд,1,0.879
630,24,103100,0,3,0,123000,Москва,Наёмный труд,0,0.21
631,38,32000,15,5,1,82000,Москва,Самозанятый,0,0.608
632,56,76100,33,9,1,144000,Регион,Наёмный труд,0,0.236
633,53,42600,28,1,1,131000,Регион,Самозанятый,1,0.584
634,63,34800,37,14,1,104000,Регион,Наёмный труд,0,0.409
635,42,25400,19,1,3,94000,Санкт-Петербург,Наёмный труд,1,0.676
636,45,29700,23,9,0,67000,Регион,Наёмный труд,0,0.411
637,58,80500,38,0,1,125000,Санкт-Петербург,Без работы,0,0.264
638,23,48200,0,11,0,62000,Регион,Наёмный труд,0,0.258
639,28,62700,6,4,0,107000,Москва,Наёмный труд,0,0.326
640,60,100500,34,4,1,52000,Регион,Самозанятый,0,0.079
641,61,30200,35,3,1,97000,Регион,Наёмный труд,0,0.509
642,57,71300,36,1,0,153000,Регион,Без работы,0,0.53
643,34,41300,14,14,1,169000,Регион,Без работы,0,0.808
644,45,14500,21,5,3,73000,Регион,Наёмный труд,0,0.74
645,55,59400,28,1,0,34000,Регион,Наёмный труд,0,0.345
646,45,49800,23,12,2,38000,Санкт-Петербург,ИП,0,0.13
647,50,38100,23,5,0,78000,Регион,Без работы,0,0.676
648,43,28100,16,8,1,148000,Регион,Самозанятый,1,0.697
649,21,54900,1,11,1,91000,Регион,Наёмный труд,0,0.313
650,38,67700,13,6,2,102000,Регион,Наёмный труд,0,0.396
651,22,33800,0,7,2,243000,Регион,Без работы,1,0.977
652,26,49700,6,3,0,213000,Москва,ИП,0,0.492
653,32,30300,9,3,3,38000,Санкт-Петербург,Без работы,0,0.68
654,32,32700,7,3,1,39000,Санкт-Петербург,Наёмный труд,0,0.458
655,43,34800,23,3,0,39000,Регион,ИП,0,0.274
656,64,44600,41,6,0,151000,Санкт-Петербург,Самозанятый,0,0.391
657,53,58200,32,0,0,181000,Санкт-Петербург,Наёмный труд,0,0.405
658,55,66600,29,5,0,35000,Регион,Наёмный труд,0,0.256
659,50,73900,28,12,0,99000,Регион,Самозанятый,0,0.173
660,62,99800,41,14,1,209000,Санкт-Петербург,Наёмный труд,0,0.163
661,59,70200,34,10,0,61000,Регион,Наёмный труд,0,0.167
662,56,50800,32,4,0,73000,Санкт-Петербург,Наёмный труд,0,0.302
663,57,108200,34,8,1,100000,Регион,Наёмный труд,0,0.043
664,44,91700,20,13,0,159000,Москва,Наёмный труд,0,0.24
665,59,114300,37,10,2,94000,Регион,Наёмный труд,0,0.028
666,47,90200,25,12,0,96000,Регион,Наёмный труд,0,0.252
667,51,70800,25,7,1,78000,Санкт-Петербург,Наёмный труд,0,0.208
668,31,26300,7,6,1,201000,Регион,Без работы,0,0.917
669,39,53900,16,9,3,141000,Регион,Самозанятый,0,0.522
670,26,37600,1,13,2,120000,Регион,Наёмный труд,0,0.628
671,21,56100,0,11,1,98000,Москва,Без работы,0,0.712
672,32,50800,11,4,1,38000,Москва,ИП,0,0.326
673,43,32500,16,3,0,166000,Регион,Наёмный труд,1,0.569
674,43,46900,19,10,3,66000,Москва,Наёмный труд,0,0.353
675,62,82900,36,12,0,113000,Регион,Наёмный труд,0,0.094
676,60,65900,36,6,0,91000,Регион,Наёмный труд,0,0.203
677,35,54100,14,6,0,54000,Санкт-Петербург,ИП,0,0.242
678,24,87800,1,0,0,45000,Регион,ИП,0,0.356
679,51,58900,26,13,2,85000,Регион,Наёмный труд,0,0.315
680,36,82400,10,14,2,163000,Регион,Наёмный труд,0,0.253
681,22,66200,0,12,0,86000,Санкт-Петербург,Наёмный труд,1,0.322
682,31,40700,5,2,2,52000,Регион,Самозанятый,1,0.566
683,63,19500,36,10,1,79000,Регион,Наёмный труд,0,0.519
684,37,23800,11,12,3,132000,Санкт-Петербург,Без работы,1,0.876
685,47,42700,22,7,0,105000,Регион,ИП,0,0.357
686,39,37300,12,14,0,89000,Москва,Наёмный труд,0,0.319
687,31,91900,4,10,1,63000,Москва,ИП,0,0.398
688,58,44700,35,0,1,119000,Регион,Наёмный труд,0,0.436
689,23,46200,0,7,0,125000,Санкт-Петербург,Наёмный труд,1,0.522
690,34,58000,14,11,0,61000,Регион,Наёмный труд,0,0.199
691,44,48100,19,9,1,51000,Регион,Самозанятый,0,0.257
692,44,114500,22,3,0,122000,Регион,Наёмный труд,0,0.075
693,46,67200,24,6,0,185000,Регион,Самозанятый,0,0.351
694,34,37000,14,1,1,66000,Санкт-Петербург,ИП,0,0.565
695,25,59000,5,9,1,121000,Санкт-Петербург,Наёмный труд,1,0.399
696,27,61300,1,9,1,72000,Москва,Самозанятый,0,0.403
697,36,60100,15,11,1,140000,Регион,Самозанятый,0,0.354
698,47,82300,26,6,1,53000,Регион,Наёмный труд,0,0.228
699,41,30300,15,13,0,131000,Регион,Без работы,1,0.753
700,22,46600,1,1,2,73000,Регион,Без работы,1,0.859
701,43,46500,21,14,0,84000,Регион,Без работы,0,0.565
702,31,45600,9,3,1,122000,Регион,Наёмный труд,0,0.541
703,37,43100,10,0,0,82000,Регион,Наёмный труд,0,0.488
704,37,23200,15,3,0,73000,Регион,Наёмный труд,1,0.539
705,59,57900,32,3,0,106000,Регион,Наёмный труд,0,0.25
706,36,96200,10,12,4,150000,Регион,Наёмный труд,0,0.427
707,51,69300,24,6,0,324000,Москва,ИП,1,0.412
708,51,36400,27,0,0,67000,Москва,Наёмный труд,1,0.442
709,47,36400,24,3,1,108000,Москва,ИП,0,0.485
710,47,41900,21,2,0,54000,Москва,Наёмный труд,0,0.307
711,63,17700,43,3,0,365000,Регион,Наёмный труд,0,0.677
712,33,44700,8,9,1,171000,Регион,Самозанятый,0,0.566
713,63,105000,40,6,1,136000,Регион,Наёмный труд,0,0.046
714,20,26700,0,11,0,89000,Санкт-Петербург,Наёмный труд,0,0.403
715,27,52500,3,3,0,135000,Санкт-Петербург,Без работы,0,0.505
716,24,46100,0,5,2,80000,Регион,ИП,0,0.592
717,55,31500,34,7,1,99000,Санкт-Петербург,Без работы,1,0.664
718,24,48600,1,9,2,104000,Регион,Наёмный труд,0,0.504
719,58,52400,31,0,0,299000,Регион,ИП,0,0.359
720,30,40800,4,8,0,183000,Регион,Наёмный труд,0,0.514
721,45,35900,20,11,0,222000,Регион,Самозанятый,0,0.478
722,51,60400,27,1,2,80000,Регион,Наёмный труд,0,0.385
723,57,81900,35,10,0,124000,Москва,Наёмный труд,0,0.114
724,23,64300,0,2,0,46000,Москва,Наёмный труд,0,0.251
725,29,24100,6,11,1,116000,Москва,Наёмный труд,0,0.635
726,25,41300,4,3,0,74000,Регион,Без работы,0,0.74
727,40,83500,20,10,1,78000,Санкт-Петербург,Наёмный труд,0,0.136
728,43,31300,16,4,1,140000,Санкт-Петербург,Наёмный труд,0,0.658
729,42,84500,22,0,0,205000,Регион,ИП,0,0.155
730,30,17400,8,7,1,113000,Регион,ИП,0,0.762
731,50,79400,27,11,0,117000,Регион,Наёмный труд,0,0.16
732,45,49100,25,6,1,59000,Регион,ИП,0,0.295
733,56,31200,32,11,1,187000,Регион,Наёмный труд,0,0.647
734,23,24600,0,14,1,112000,Москва,Наёмный труд,0,0.643
735,26,31200,6,10,1,88000,Регион,Самозанятый,0,0.616
736,28,133900,6,14,0,84000,Регион,Самозанятый,0,0.103
737,41,38800,16,10,0,315000,Регион,ИП,0,0.612
738,48,41100,27,6,2,330000,Москва,Наёмный труд,0,0.815
739,20,72300,0,0,0,34000,Регион,Наёмный труд,1,0.165
740,28,69800,6,11,1,203000,Москва,Наёмный труд,0,0.338
741,43,69000,21,11,2,147000,Регион,Наёмный труд,0,0.327
742,32,13500,7,3,1,99000,Санкт-Петербург,Наёмный труд,0,0.773
743,43,72800,20,7,1,93000,Регион,Наёмный труд,0,0.235
744,24,19800,4,3,1,197000,Регион,Наёмный труд,1,0.843
745,53,52800,31,1,1,34000,Санкт-Петербург,Самозанятый,0,0.279
746,39,66300,14,4,0,334000,Москва,Наёмный труд,0,0.439
747,33,58300,11,8,0,69000,Регион,Наёмный труд,0,0.325
748,32,87700,6,4,1,58000,Регион,Наёмный труд,0,0.381
749,49,30100,28,1,0,50000,Москва,Наёмный труд,0,0.404
750,29,53700,8,9,0,58000,Москва,Наёмный труд,0,0.151
751,22,138300,0,3,1,104000,Санкт-Петербург,Наёмный труд,0,0.159
752,62,40100,40,11,0,84000,Регион,Без работы,0,0.561
753,25,50500,4,0,1,168000,Москва,ИП,0,0.529
754,23,40900,0,0,2,111000,Регион,Без работы,1,0.893
755,28,53900,2,5,3,84000,Москва,Наёмный труд,1,0.52
756,32,88800,12,5,0,187000,Регион,Наёмный труд,0,0.397
757,54,58100,31,11,1,71000,Москва,Самозанятый,0,0.291
758,59,55700,38,2,0,151000,Регион,Наёмный труд,0,0.243
759,25,99100,2,2,0,81000,Регион,ИП,0,0.199
760,36,36100,15,9,0,25000,Москва,Наёмный труд,0,0.341
761,51,50700,27,11,0,101000,Регион,Наёмный труд,0,0.257
762,48,75600,25,12,1,306000,Регион,Самозанятый,0,0.331
763,55,33400,31,11,0,20000,Регион,ИП,1,0.104
764,23,52300,0,8,0,54000,Санкт-Петербург,Наёмный труд,0,0.207
765,20,42200,0,6,1,198000,Москва,ИП,0,0.767
766,20,55600,0,1,0,158000,Санкт-Петербург,Наёмный труд,0,0.447
767,41,42300,16,14,0,101000,Москва,Наёмный труд,0,0.297
768,24,35400,0,10,0,183000,Регион,Наёмный труд,0,0.58
769,54,36400,31,1,0,154000,Москва,Наёмный труд,0,0.503
770,27,31100,6,14,1,159000,Москва,Самозанятый,1,0.683
771,51,72600,25,9,1,138000,Регион,Наёмный труд,1,0.236
772,29,31900,8,3,0,102000,Москва,Наёмный труд,1,0.465
773,33,101900,10,3,0,52000,Регион,Наёмный труд,0,0.201
774,46,32800,20,13,0,110000,Санкт-Петербург,Без работы,0,0.58
775,47,45100,25,14,0,295000,Регион,Наёмный труд,1,0.569
776,30,31300,3,1,2,29000,Регион,Наёмный труд,0,0.652
777,34,48700,7,14,2,47000,Регион,Наёмный труд,0,0.196
778,47,108600,27,1,0,20000,Москва,Наёмный труд,0,0.028
779,36,36300,15,3,1,53000,Санкт-Петербург,Без работы,0,0.606
780,53,42900,31,2,1,61000,Регион,Наёмный труд,0,0.402
781,59,76500,35,3,0,76000,Москва,Самозанятый,0,0.143
782,27,18900,1,13,0,206000,Санкт-Петербург,Самозанятый,0,0.727
783,26,40300,4,3,1,74000,Регион,Наёмный труд,0,0.563
784,48,212600,23,12,0,87000,Регион,Без работы,0,0.32
785,30,28500,9,14,1,55000,Регион,Наёмный труд,0,0.405
786,36,35100,16,7,0,110000,Москва,Наёмный труд,0,0.482
787,35,38900,14,6,1,52000,Регион,Наёмный труд,0,0.461
788,59,80300,38,14,1,74000,Регион,ИП,0,0.062
789,44,52200,20,8,2,43000,Москва,Наёмный труд,1,0.264
790,64,83000,38,11,3,138000,Москва,ИП,0,0.063
791,40,72000,13,0,0,89000,Регион,Самозанятый,0,0.289
792,55,32300,28,0,0,78000,Санкт-Петербург,Наёмный труд,0,0.49
793,29,56800,3,4,2,82000,Регион,Наёмный труд,0,0.467
794,61,25500,40,4,0,73000,Москва,Наёмный труд,1,0.399
795,57,85100,32,4,0,77000,Москва,Наёмный труд,0,0.132
796,64,40400,40,2,1,41000,Регион,Самозанятый,0,0.299
797,58,33200,32,2,1,42000,Москва,Наёмный труд,0,0.34
798,47,114500,24,1,0,28000,Регион,Наёмный труд,0,0.054
799,43,54200,22,0,0,75000,Москва,Наёмный труд,0,0.33
800,54,47300,27,6,0,53000,Москва,Без работы,0,0.46
801,23,38200,0,11,0,40000,Регион,Наёмный труд,0,0.212
802,36,52000,9,0,1,84000,Санкт-Петербург,Без работы,1,0.68
803,32,143000,8,11,0,41000,Регион,Наёмный труд,0,0.094
804,53,26700,28,6,0,279000,Москва,Наёмный труд,0,0.797
805,56,26500,36,3,0,226000,Регион,Наёмный труд,0,0.64
806,22,169000,0,3,0,40000,Регион,Наёмный труд,0,0.135
807,51,40700,30,1,0,87000,Москва,Наёмный труд,0,0.447
808,58,42600,37,7,1,77000,Регион,ИП,0,0.322
809,39,45100,17,5,1,41000,Регион,Наёмный труд,0,0.326
810,41,59000,17,13,0,116000,Санкт-Петербург,Без работы,0,0.491
811,58,34200,38,6,1,29000,Регион,Наёмный труд,0,0.403
812,42,33100,15,0,0,33000,Регион,Наёмный труд,1,0.473
813,23,47800,1,13,1,69000,Регион,Самозанятый,1,0.447
814,37,78200,14,6,0,357000,Регион,Самозанятый,0,0.309
815,20,51300,0,14,0,239000,Москва,Наёмный труд,0,0.457
816,47,45200,26,3,1,193000,Москва,Наёмный труд,0,0.546
817,54,63400,33,7,1,72000,Москва,Наёмный труд,0,0.251
818,27,34100,3,6,0,94000,Регион,Наёмный труд,0,0.501
819,61,45700,34,10,0,125000,Регион,Наёмный труд,0,0.324
